NORAD ID,Name,International Code,launch date ,Period (minutes),Status,Beacon (MHz),Category,magnitude,PRN,Longitude,SV,isFavourite
42818,INTELSAT 35E,2017-041A,07/05/2017,1436.1,,,TV,,,34.5¡ W,,
42814,HELLAS-SAT 3,2017-040A,06/28/2017,1436.1,,,TV,,,39¡ E,,
42801,BULGARIASAT-1,2017-038A,06/23/2017,1436.1,,,TV,,,1.9¡ E,,
42432,SES-10,2017-017A,03/30/2017,1436.1,,,TV,,,66.9¡ W,,
42070,ECHOSTAR 23,2017-014A,03/16/2017,1436.1,,,TV,,,44.9¡ W,,
41904,STARONE D1,2016-082B,12/21/2016,1436.1,,,TV,,,84¡ W,,
41903,JCSAT 15,2016-082A,12/21/2016,1436.1,,,TV,,,110.1¡ E,,
41793,GSAT 18,2016-060A,10/05/2016,1436.1,,,TV,,,74¡ E,,
41592,ECHOSTAR XVIII,2016-039B,06/18/2016,1436.1,,,TV,,,61.4¡ W,,
41589,EUTELSAT 117W B,2016-038B,06/15/2016,1436.1,,,TV,,,117¡ W,,
41588,ABS 2A,2016-038A,06/15/2016,1436.1,,,TV,,,74.7¡ E,,
41552,THAICOM 8,2016-031A,05/27/2016,1436.1,,,TV,,,78.5¡ E,,
41382,EUTE 65W,2016-014A,03/09/2016,1436.1,,,TV,,,65.2¡ W,,
41380,SES-9,2016-013A,03/04/2016,1436.1,,,TV,,,108.3¡ E,,
41310,EUTELSAT 9B,2016-005A,01/29/2016,1436.1,,,TV,,,9¡ E,,
41191,EXPRESS-AMU1,2015-082A,12/24/2015,1436,,,TV,,,36.1¡ E,,
41036,TELSTAR 12V,2015-068A,11/24/2015,1436.1,,,TV,,,15¡ W,,
41029,BADR 7 (ARABSAT-6B),2015-065B,11/10/2015,1436.1,,,TV,,,26¡ E,,
40982,APSTAR 9,2015-059A,10/16/2015,1436.1,,,TV,,,142¡ E,,
40875,EUTELSAT 8 WEST B,2015-039B,08/20/2015,1436.1,,,TV,,,8¡ W,,
40874,INTELSAT 34,2015-039A,08/20/2015,1436.1,,,TV,,,55.5¡ W,,
40613,THOR 7,2015-022A,04/26/2015,1436.1,,,TV,,,0.6¡ W,,
40505,EXPRESS AM7,2015-012A,03/18/2015,1436.1,,,TV,,,40¡ E,,
40333,DIRECTV 14,2014-078B,12/06/2014,1436.1,,,TV,,,99.2¡ W,,
40272,ARSAT 1,2014-062B,10/16/2014,1436.1,,,TV,,,71.8¡ W,,
40271,INTELSAT 30 (IS-30),2014-062A,10/16/2014,1436.1,,,TV,,,95.1¡ W,,
40146,OPTUS 10,2014-054A,09/11/2014,1436.1,,,TV,,,156¡ E,,
39613,EXPRESS AT-2,2014-010B,03/15/2014,1436.1,,,TV,,,139.8¡ E,,
39612,EXPRESS AT-1,2014-010A,03/15/2014,1436.1,,,TV,,,56¡ E,,
39508,ABS 2,2014-006A,02/06/2014,1436.1,,,TV,,,74.9¡ E,,
39500,THAICOM 6,2014-002A,01/06/2014,1436.1,,,TV,,,78.5¡ E,,
39487,EXPRESS-AM5,2013-077A,12/26/2013,1436.1,,,TV,,,140¡ E,,
39285,ASTRA 2E,2013-056A,09/29/2013,1436.1,,,TV,,,28.5¡ E,,
39233,EUTELSAT 25B,2013-044A,08/29/2013,1436.1,,,TV,,,25.5¡ E,,
39172,SES-6,2013-026A,06/03/2013,1436.1,,,TV,,,40.5¡ W,,
39163,EUTE 3D,2013-022A,05/14/2013,1436.1,,,TV,,,7¡ E,,
39157,CHINASAT 11,2013-020A,05/01/2013,1436.1,,,TV,,,97.9¡ E,,
39078,AMAZONAS 3,2013-006A,02/07/2013,1436.1,,,TV,,,60.9¡ W,,
39017,CHINASAT 15A,2012-067A,11/27/2012,1436.1,,,TV,,,87.5¡ E,,
39008,ECHOSTAR 16,2012-065A,11/20/2012,1436.1,,,TV,,,61.5¡ W,,
38991,STARONE C3,2012-062A,11/10/2012,1436.1,,,TV,,,75¡ W,,
38978,YAMAL 300K,2012-061B,11/02/2012,1436.1,,,TV,,,177.1¡ W,,
38977,LUCH 5B,2012-061A,11/02/2012,1436.1,,,TV,,,16.2¡ W,,
38867,INTELSAT 23,2012-057A,10/14/2012,1436.1,,,TV,,,53¡ W,,
38356,INTELSAT 19,2012-030A,06/01/2012,1436.1,,,TV,,,166¡ E,,
38342,NIMIQ 6,2012-026A,05/17/2012,1436.1,,,TV,,,91.1¡ W,,
38332,VINASAT 2,2012-023B,05/15/2012,1436.1,,,TV,,,131.8¡ E,,
38331,JCSAT 13,2012-023A,05/15/2012,1436.1,,,TV,,,124¡ E,,
38245,YAHSAT 1B,2012-016A,04/23/2012,1436.1,,,TV,,,47.6¡ E,,
37950,AMOS 5,2011-074A,12/11/2011,1435.6,,,TV,,,22¡ E,,
37836,EUTE 16A (EUTE W3C),2011-057A,10/07/2011,1436.1,,,TV,,,16¡ E,,
37834,INTELSAT 18,2011-056A,10/05/2011,1436.1,,,TV,,,180¡ W,,
37776,BSAT-3C,2011-041B,08/06/2011,1436.1,,,TV,,,110¡ E,,
37775,ASTRA 1N,2011-041A,08/06/2011,1436.1,,,TV,,,19.2¡ E,,
37749,KAZSAT 2,2011-035B,07/15/2011,1436.1,,,TV,,,86.5¡ E,,
37677,CHINASAT 10,2011-026A,06/20/2011,1436.1,,,TV,,,110.5¡ E,,
37393,YAHSAT 1A,2011-016B,04/22/2011,1436.1,,,TV,,,52.5¡ E,,
37392,INTELSAT NEW DAWN,2011-016A,04/22/2011,1436.1,,,TV,,,32.8¡ E,,
37258,EUTE KA SAT 9A (KA SAT),2010-069A,12/26/2010,1436.1,,,TV,,,9.1¡ E,,
37207,BSAT-3B,2010-056B,10/28/2010,1436.1,,,TV,,,109.8¡ E,,
37150,CHINASAT 6A,2010-042A,09/04/2010,1436.1,,,TV,,,125.1¡ E,,
36831,RASCOM QAF 1R,2010-037B,08/04/2010,1436.1,,,TV,,,2.9¡ E,,
36830,NILESAT 201,2010-037A,08/04/2010,1436.1,,,TV,,,7¡ W,,
36792,ECHOSTAR 15,2010-034A,07/10/2010,1436.1,,,TV,,,61.6¡ W,,
36745,ARABSAT 5A,2010-032B,06/26/2010,1436.1,,,TV,,,30.5¡ E,,
36592,BADR-5 (ARABSAT 5B),2010-025A,06/03/2010,1436.1,,,TV,,,26¡ E,,
36581,ASTRA 3B,2010-021A,05/21/2010,1436.1,,,TV,,,23.5¡ E,,
36499,ECHOSTAR 14,2010-010A,03/20/2010,1436.1,,,TV,,,118.9¡ W,,
36397,INTELSAT 16,2010-006A,02/12/2010,1436.1,,,TV,,,76.2¡ W,,
36131,DIRECTV 12,2009-075A,12/29/2009,1436.1,,,TV,,,102.8¡ W,,
36106,INTELSAT 15,2009-067A,11/30/2009,1436.1,,,TV,,,85.1¡ E,,
36101,EUTE 36B (EUTE W7),2009-065A,11/24/2009,1436,,,TV,,,35.9¡ E,,
36097,INTELSAT 14,2009-064A,11/23/2009,1436.1,,,TV,,,45¡ W,,
36032,NSS 12,2009-058A,10/29/2009,1436.1,,,TV,,,57¡ E,,
35873,NIMIQ 5,2009-050A,09/17/2009,1436.1,,,TV,,,72.7¡ W,,
35756,OPTUS D3,2009-044B,08/21/2009,1436.1,,,TV,,,156¡ E,,
35755,JCSAT 12,2009-044A,08/21/2009,1436.1,,,TV,,,169¡ E,,
35696,ASIASAT 5,2009-042A,08/11/2009,1436.1,,,TV,,,100.5¡ E,,
35362,MEASAT 3A,2009-032A,06/21/2009,1436.1,,,TV,,,91.5¡ E,,
34941,SES 7 (PROTOSTAR 2),2009-027A,05/16/2009,1436.1,,,TV,,,108.2¡ E,,
34710,EUTE 10A (EUTE W2A),2009-016A,04/03/2009,1436.1,,,TV,,,10¡ E,,
33750,EUTE 3C (HB 10),2009-008B,02/12/2009,1436.1,,,TV,,,33.1¡ E,,
33749,NSS 9,2009-008A,02/12/2009,1436.1,,,TV,,,176.9¡ W,,
33460,EUTE 28B (EUTE W2M),2008-065B,12/20/2008,1436.1,,,TV,,,48.1¡ E,,
33459,EUTE HOT BIRD 13C (HB 9),2008-065A,12/20/2008,1436.1,,,TV,,,13¡ E,,
33453,CIEL-2,2008-063A,12/10/2008,1436.1,,,TV,,,128.8¡ W,,
33436,ASTRA 1M,2008-057A,11/05/2008,1436.1,,,TV,,,19.1¡ E,,
33414,VENESAT-1,2008-055A,10/29/2008,1436.1,,,TV,,,77.9¡ W,,
33376,GALAXY 19,2008-045A,09/24/2008,1436.1,,,TV,,,97¡ W,,
33275,AMC-21,2008-038B,08/14/2008,1436.1,,,TV,,,124.9¡ W,,
32768,STAR ONE C2,2008-018B,04/18/2008,1436.1,,,TV,,,70¡ W,,
32729,DIRECTV 11,2008-013A,03/19/2008,1436.1,,,TV,,,99.2¡ W,,
32708,AMC-14,2008-011A,03/14/2008,1436.1,,,TV,,,16.5¡ E,,
32404,THURAYA 3,2008-001A,01/15/2008,1436.1,,,TV,,,98.5¡ E,,
32388,HORIZONS 2,2007-063B,12/21/2007,1436.1,,,TV,,,84.8¡ E,,
32387,RASCOM 1,2007-063A,12/21/2007,1453.6,,,TV,,,49.3¡ W,,
32299,ASTRA 4A (SIRIUS 4),2007-057A,11/17/2007,1436.1,,,TV,,,4.8¡ E,,
32293,STAR ONE C1,2007-056A,11/14/2007,1436.1,,,TV,,,65¡ W,,
32253,INTELSAT 11 (PAS 11),2007-044B,10/05/2007,1436.1,,,TV,,,43¡ W,,
32252,OPTUS D2,2007-044A,10/05/2007,1436.1,,,TV,,,152¡ E,,
32050,INSAT 4CR,2007-037A,09/02/2007,1436.1,,,TV,,,47.9¡ E,,
32019,BSAT-3A,2007-036B,08/14/2007,1436.1,,,TV,,,109.8¡ E,,
32018,SPACEWAY 3,2007-036A,08/14/2007,1436.1,,,TV,,,94.9¡ W,,
31862,DIRECTV 10,2007-032A,07/07/2007,1436.1,,,TV,,,102.9¡ W,,
31800,CHINASAT 6B,2007-031A,07/05/2007,1436.1,,,TV,,,115.5¡ E,,
31577,EUTE 3A (SINOSAT 3),2007-021A,05/31/2007,1464.4,,,TV,,,29.8¡ W,,
31395,NIGCOMSAT 1,2007-018A,05/13/2007,1435.6,,,TV,,,103.4¡ E,,
31307,GALAXY 17,2007-016B,05/04/2007,1436.1,,,TV,,,91¡ W,,
31306,ASTRA 1L,2007-016A,05/04/2007,1436.1,,,TV,,,19.2¡ E,,
31102,ANIK F3,2007-009A,04/09/2007,1436.1,,,TV,,,118.7¡ W,,
30793,INSAT 4B,2007-007A,03/11/2007,1436.1,,,TV,,,111.3¡ E,,
29648,MEASAT 3,2006-056A,12/11/2006,1436.1,,,TV,,,91.5¡ E,,
29644,AMC-18,2006-054B,12/08/2006,1436,,,TV,,,139¡ W,,
29643,WILDBLUE 1,2006-054A,12/08/2006,1436.1,,,TV,,,111.1¡ W,,
29520,XM-4,2006-049A,10/30/2006,1436.1,,,TV,,,115.3¡ W,,
29495,OPTUS D1,2006-043B,10/13/2006,1436.1,,,TV,,,160¡ E,,
29494,DIRECTV 9S,2006-043A,10/13/2006,1436.1,,,TV,,,101.1¡ W,,
29398,CHINASAT 22A,2006-038A,09/12/2006,1438.8,,,TV,,,153.2¡ W,,
29349,KOREASAT 5,2006-034A,08/22/2006,1436.1,,,TV,,,113¡ E,,
29272,JCSAT 10,2006-033A,08/11/2006,1436.1,,,TV,,,128¡ E,,
29270,EUTE HOT BIRD 13B (HB 8),2006-032A,08/04/2006,1436.1,,,TV,,,13¡ E,,
29236,GALAXY 16,2006-023A,06/18/2006,1436.1,,,TV,,,99¡ W,,
29230,KAZSAT 1,2006-022A,06/17/2006,1451.1,,,TV,,,54.6¡ W,,
29163,THAICOM 5,2006-020B,05/27/2006,1436.1,,,TV,,,78.4¡ E,,
29162,SATMEX 6,2006-020A,05/27/2006,1436.1,,,TV,,,113¡ W,,
29155,GOES 13,2006-018A,05/24/2006,1436.2,,,TV,,,60.3¡ W,,
29055,ASTRA 1KR,2006-012A,04/20/2006,1436.1,,,TV,,,19.2¡ E,,
29045,JCSAT 9,2006-010A,04/12/2006,1436.1,,,TV,,,132¡ E,,
28946,EUTE 9A (HB 7A),2006-007B,03/11/2006,1436.1,,,TV,,,13¡ E,,
28945,SPAINSAT,2006-007A,03/11/2006,1436.1,,,TV,,,30¡ W,,
28937,MTSAT-2,2006-004A,02/18/2006,1436.2,,,TV,,,145¡ E,,
28935,ECHOSTAR 10,2006-003A,02/15/2006,1436.1,,,TV,,,110.2¡ W,,
28924,GE-23,2005-052A,12/29/2005,1436.1,,,TV,,,174¡ E,,
28911,INSAT 4A,2005-049A,12/21/2005,1436.1,,,TV,,,83¡ E,,
28903,SPACEWAY 2,2005-046B,11/16/2005,1436.1,,,TV,,,99.1¡ W,,
28902,TELKOM 2,2005-046A,11/16/2005,1436.1,,,TV,,,157¡ E,,
28899,INMARSAT 4-F2,2005-044A,11/08/2005,1436.1,,,TV,,,63.9¡ E,,
28884,GALAXY 15,2005-041A,10/13/2005,1436.1,,,TV,,,133¡ W,,
28868,ANIK F1-R,2005-036A,09/08/2005,1436.1,,,TV,,,107.3¡ W,,
28790,GALAXY 14,2005-030A,08/13/2005,1436.1,,,TV,,,125¡ W,,
28786,IPSTAR 1,2005-028A,08/11/2005,1436.1,,,TV,,,119.5¡ E,,
28707,EXPRESS AM-3,2005-023A,06/24/2005,1436.1,,,TV,,,103¡ E,,
28702,GALAXY 28 (IA 8),2005-022A,06/23/2005,1436.1,,,TV,,,89¡ W,,
28659,DIRECTV 8,2005-019A,05/22/2005,1436.1,,,TV,,,100.7¡ W,,
28644,SPACEWAY 1,2005-015A,04/26/2005,1436.1,,,TV,,,138.9¡ W,,
28638,APSTAR 6,2005-012A,04/12/2005,1436.1,,,TV,,,133.8¡ E,,
28629,EXPRESS AM-2,2005-010A,03/29/2005,1454,,,TV,,,53.9¡ E,,
28628,INMARSAT 4-F1,2005-009A,03/11/2005,1436.1,,,TV,,,143.5¡ E,,
28626,XM-3,2005-008A,03/01/2005,1436.1,,,TV,,,85.1¡ W,,
28622,MTSAT-1R,2005-006A,02/26/2005,1455.8,,,TV,,,161.4¡ E,,
28472,AMC-16,2004-048A,12/17/2004,1436.1,,,TV,,,85¡ W,,
28463,EXPRESS AM-1,2004-043A,10/29/2004,1451.7,,,TV,,,65.5¡ E,,
28446,AMC-15,2004-041A,10/14/2004,1436.1,,,TV,,,105¡ W,,
28417,GSAT 3 (EDUSAT),2004-036A,09/20/2004,1450.6,,,TV,,,31.3¡ E,,
28393,AMAZONAS,2004-031A,08/04/2004,1462.6,,,TV,,,31.2¡ E,,
28378,ANIK F2,2004-027A,07/18/2004,1436.1,,,TV,,,111.1¡ W,,
28364,APSTAR 5 (TELSTAR 18),2004-024A,06/29/2004,1436.1,,,TV,,,138¡ E,,
28358,INTELSAT 1002,2004-022A,06/16/2004,1436.1,,,TV,,,1¡ W,,
28252,AMC-11 (GE-11),2004-017A,05/19/2004,1436.1,,,TV,,,131¡ W,,
28238,DIRECTV 7S,2004-016A,05/04/2004,1436.1,,,TV,,,119¡ W,,
28194,RADUGA 1-7,2004-010A,03/27/2004,1434.5,,,TV,,,76.6¡ E,,
28187,EUTE 7A (EUTE W3A),2004-008A,03/15/2004,1436.1,,,TV,,,7¡ E,,
28184,MBSAT,2004-007A,03/13/2004,1436.1,,,TV,,,61¡ E,,
28154,AMC-10 (GE-10),2004-003A,02/05/2004,1436.1,,,TV,,,135¡ W,,
28137,ESTRELA DU SOL-TELSTAR14,2004-001A,01/11/2004,1457,,,TV,,,172.5¡ E,,
28134,SESAT 2 (EXPRESS AM-22),2003-060A,12/28/2003,1436.1,,,TV,,,80.1¡ E,,
28132,AMOS 2,2003-059A,12/27/2003,1448.7,,,TV,,,156.7¡ W,,
28094,YAMAL 201,2003-053B,11/24/2003,1436.6,,,TV,,,80.8¡ E,,
28089,YAMAL 202,2003-053A,11/24/2003,1436.1,,,TV,,,49¡ E,,
28082,CHINASAT 20,2003-052A,11/14/2003,1452.9,,,TV,,,10.9¡ W,,
27954,HORIZONS 1 (GALAXY 13),2003-044A,10/01/2003,1436.1,,,TV,,,127¡ W,,
27951,INSAT 3E,2003-043E,09/27/2003,1428.4,,,TV,,,84¡ E,,
27948,EUTE 33A (EB 3),2003-043A,09/27/2003,1456.2,,,TV,,,155.7¡ E,,
27854,GALAXY 23 (TELSTAR 13),2003-034A,08/08/2003,1436.1,,,TV,,,121¡ W,,
27852,ECHOSTAR 12 (RAINBOW 1),2003-033A,07/17/2003,1436.1,,,TV,,,86.4¡ W,,
27831,OPTUS C1,2003-028B,06/11/2003,1436.1,,,TV,,,155.7¡ E,,
27830,BSAT-2C,2003-028A,06/11/2003,1451.6,,,TV,,,87.5¡ E,,
27825,THURAYA 2,2003-026A,06/10/2003,1436.1,,,TV,,,44¡ E,,
27820,AMC-9 (GE-12),2003-024A,06/06/2003,1454.1,,,TV,,,151.9¡ W,,
27813,BEIDOU 1C,2003-021A,05/24/2003,1443.2,,,TV,,,135.7¡ E,,
27811,HELLAS-SAT 2,2003-020A,05/13/2003,1436.1,,,TV,,,38.9¡ E,,
27807,GSAT 2,2003-018A,05/08/2003,1442,,,TV,,,144.4¡ E,,
27718,ASIASAT 4,2003-014A,04/12/2003,1436.1,,,TV,,,38.2¡ E,,
27715,GALAXY 12,2003-013B,04/09/2003,1436.1,,,TV,,,129¡ W,,
27714,INSAT 3A,2003-013A,04/09/2003,1442.9,,,TV,,,107.9¡ W,,
27683,INTELSAT 907,2003-007A,02/15/2003,1436.1,,,TV,,,27.5¡ W,,
27632,NIMIQ 2,2002-062A,12/29/2002,1444.4,,,TV,,,72.8¡ W,,
27603,NSS 6,2002-057A,12/17/2002,1436.1,,,TV,,,95¡ E,,
27566,TDRS 10,2002-055A,12/05/2002,1436,,,TV,,,171.2¡ W,,
27554,EUTE 25C (EUTE W5),2002-051A,11/20/2002,1434.5,,,TV,,,76.3¡ E,,
27528,HISPASAT 1D,2002-044A,09/18/2002,1436.1,,,TV,,,29.9¡ W,,
27525,KALPANA 1 (METSAT 1),2002-043A,09/12/2002,1464.3,,,TV,,,24.5¡ E,,
27516,DRTS,2002-042B,09/10/2002,1450.5,,,TV,,,100.8¡ E,,
27513,INTELSAT 906,2002-041A,09/06/2002,1436.1,,,TV,,,64.1¡ E,,
27508,EUTE 12 WEST A (AB 1),2002-040A,08/28/2002,1465,,,TV,,,129.9¡ E,,
27501,ECHOSTAR 8,2002-039A,08/22/2002,1461.8,,,TV,,,132.4¡ E,,
27499,EUTE HOT BIRD 13A (HB 6),2002-038A,08/21/2002,1449.8,,,TV,,,30.7¡ E,,
27461,NSTAR C,2002-035B,07/05/2002,1436.1,,,TV,,,136.1¡ E,,
27460,EUTE 5 WEST A (STELLAT5),2002-035A,07/05/2002,1436.1,,,TV,,,5¡ W,,
27445,GALAXY 3C,2002-030A,06/15/2002,1436.1,,,TV,,,95¡ W,,
27441,EXPRESS 4A,2002-029A,06/10/2002,1436,,,TV,,,145.7¡ E,,
27438,INTELSAT 905,2002-027A,06/05/2002,1436.1,,,TV,,,24.5¡ W,,
27426,DIRECTV 5 (TEMPO 1),2002-023A,05/07/2002,1436.1,,,TV,,,110.1¡ W,,
27414,NSS 7,2002-019A,04/16/2002,1436.1,,,TV,,,20¡ W,,
27403,INTELSAT 903,2002-016A,03/30/2002,1436,,,TV,,,31.5¡ W,,
27400,ASTRA 3A,2002-015B,03/29/2002,1436.1,,,TV,,,46.9¡ W,,
27399,JCSAT 8,2002-015A,03/29/2002,1435.2,,,TV,,,135.8¡ E,,
27389,TDRS 9,2002-011A,03/08/2002,1436.1,,,TV,,,11.9¡ W,,
27380,INTELSAT 904,2002-007A,02/23/2002,1436.1,,,TV,,,45.1¡ E,,
27378,ECHOSTAR 7,2002-006A,02/21/2002,1436.1,,,TV,,,118.8¡ W,,
27298,INSAT 3C,2002-002A,01/23/2002,1450.1,,,TV,,,116.6¡ E,,
26985,DIRECTV 4S,2001-052A,11/27/2001,1436.2,,,TV,,,101.2¡ W,,
26927,EUTE 8 WEST A (AB 2),2001-042A,09/25/2001,1436.1,,,TV,,,12.5¡ W,,
26900,INTELSAT 902,2001-039A,08/30/2001,1436.1,,,TV,,,62¡ E,,
26892,COSMOS 2379,2001-037A,08/24/2001,1435.9,,,TV,,,12.8¡ E,,
26871,GOES 12,2001-031A,07/23/2001,1452.6,,,TV,,,82.2¡ W,,
26863,ARTEMIS,2001-029A,07/12/2001,1450.2,,,TV,,,146.9¡ E,,
26853,ASTRA 2C,2001-025A,06/16/2001,1436.1,,,TV,,,23.7¡ E,,
26824,INTELSAT 901,2001-024A,06/09/2001,1436.1,,,TV,,,29.5¡ W,,
26766,INTELSAT 10 (PAS 10),2001-019A,05/15/2001,1436.1,,,TV,,,47.4¡ E,,
26761,XM-1,2001-018A,05/08/2001,1454.4,,,TV,,,0.7¡ W,,
26724,XM-2,2001-012A,03/18/2001,1453.3,,,TV,,,35.7¡ W,,
26720,BSAT-2A,2001-011B,03/08/2001,1452,,,TV,,,80.2¡ W,,
26719,EUTE 28A (EB 1),2001-011A,03/08/2001,1436.1,,,TV,,,132.8¡ W,,
26666,TURKSAT 2A,2001-002A,01/10/2001,1466.3,,,TV,,,156.3¡ W,,
26643,BEIDOU 1B,2000-082A,12/20/2000,1450.8,,,TV,,,20.8¡ W,,
26639,AMC-8 (GE-8),2000-081B,12/20/2000,1436.1,,,TV,,,139¡ W,,
26638,ASTRA 2D,2000-081A,12/20/2000,1436.1,,,TV,,,5.1¡ E,,
26624,ANIK F1,2000-076A,11/21/2000,1436.1,,,TV,,,107.3¡ W,,
26608,INTELSAT 1R (PAS 1R),2000-072A,11/16/2000,1436.1,,,TV,,,157.1¡ E,,
26599,BEIDOU 1,2000-069A,10/30/2000,1455.9,,,TV,,,9.6¡ E,,
26590,INTELSAT 12 (PAS 12),2000-068A,10/29/2000,1436.1,,,TV,,,45¡ E,,
26580,AMC-6 (GE-6),2000-067A,10/21/2000,1436.1,,,TV,,,83¡ W,,
26559,NSAT 110,2000-060A,10/06/2000,1436.1,,,TV,,,110.1¡ E,,
26554,NSS 11 (AAP-1),2000-059A,10/01/2000,1436.1,,,TV,,,176¡ E,,
26495,AMC-7 (GE-7),2000-054B,09/14/2000,1436.1,,,TV,,,135¡ W,,
26494,ASTRA 2B,2000-054A,09/14/2000,1436.1,,,TV,,,19.3¡ E,,
26487,EUROBIRD 4A(EUTELSAT W1),2000-052A,09/06/2000,1466.7,,,TV,,,42.4¡ W,,
26477,RADUGA 1-5,2000-049A,08/28/2000,1435.4,,,TV,,,96¡ E,,
26470,NILESAT 102,2000-046B,08/17/2000,1468.7,,,TV,,,27.6¡ E,,
26469,BRAZILSAT B4,2000-046A,08/17/2000,1436.1,,,TV,,,92¡ W,,
26451,INTELSAT 9 (PAS 9),2000-043A,07/28/2000,1434.3,,,TV,,,44.4¡ E,,
26402,ECHOSTAR 6,2000-038A,07/14/2000,1457.6,,,TV,,,135.9¡ W,,
26388,TDRS 8,2000-034A,06/30/2000,1436.1,,,TV,,,89.5¡ E,,
26378,EXPRESS 3A,2000-031A,06/24/2000,1457.9,,,TV,,,19.6¡ W,,
26372,GORIZONT 33,2000-029A,06/06/2000,1436.4,,,TV,,,16.7¡ W,,
26369,EUTE 36A (EUTE W4),2000-028A,05/24/2000,1436.1,,,TV,,,70.3¡ E,,
26352,GOES 11,2000-022A,05/03/2000,1454,,,TV,,,82.7¡ E,,
26298,GALAXY 4R,2000-020A,04/19/2000,1442.3,,,TV,,,127.6¡ E,,
26243,EUTE 16C (SESAT 1),2000-019A,04/17/2000,1455.2,,,TV,,,33.2¡ W,,
26108,INSAT 3B,2000-016B,03/21/2000,1444.9,,,TV,,,131.8¡ E,,
26107,ASIASTAR,2000-016A,03/21/2000,1436.1,,,TV,,,105¡ E,,
26098,EXPRESS 2A,2000-013A,03/12/2000,1465.6,,,TV,,,129.4¡ W,,
26095,SUPERBIRD 4,2000-012A,02/18/2000,1456.8,,,TV,,,99.4¡ W,,
26089,GARUDA 1,2000-011A,02/12/2000,1441.4,,,TV,,,75.1¡ E,,
26071,HISPASAT 1C,2000-007A,02/03/2000,1451.6,,,TV,,,83.3¡ W,,
26058,CHINASAT 22,2000-003A,01/25/2000,1479.6,,,TV,,,75.1¡ E,,
26056,GALAXY 10R,2000-002A,01/25/2000,1445.1,,,TV,,,170.3¡ E,,
26038,GALAXY 11,1999-071A,12/22/1999,1436.1,,,TV,,,44.9¡ E,,
25954,AMC-4 (GE-4),1999-060A,11/13/1999,1436.1,,,TV,,,134.9¡ W,,
25949,TELSTAR 12 (ORION 2),1999-059A,10/19/1999,1436.1,,,TV,,,109.2¡ W,,
25937,DIRECTV 1R,1999-056A,10/10/1999,1455.1,,,TV,,,17.2¡ E,,
25924,ABS 1 (LMI 1),1999-053A,09/26/1999,1436.1,,,TV,,,159¡ E,,
25922,GALAXY 27 (TELSTAR 7),1999-052A,09/25/1999,1454.3,,,TV,,,96.3¡ E,,
25913,ECHOSTAR 5,1999-050A,09/23/1999,1458.2,,,TV,,,161.1¡ E,,
25897,YAMAL 102,1999-047B,09/06/1999,1440.1,,,TV,,,166.9¡ W,,
25894,ABS-7 (KOREASAT 3),1999-046A,09/04/1999,1436.1,,,TV,,,116.1¡ E,,
25880,TELKOM 1,1999-042A,08/12/1999,1435.8,,,TV,,,65.2¡ E,,
25785,ASTRA 1H,1999-033A,06/18/1999,1436.1,,,TV,,,80.7¡ W,,
25740,NIMIQ 1,1999-027A,05/20/1999,1436.1,,,TV,,,86.5¡ W,,
25673,EUTE 21A (EUTE W3),1999-018A,04/12/1999,1463,,,TV,,,174.4¡ W,,
25666,INSAT 2E (APR-1),1999-016A,04/02/1999,1444.9,,,TV,,,21.9¡ W,,
25657,ASIASAT 3S,1999-013A,03/21/1999,1436.1,,,TV,,,146.1¡ E,,
25630,JCSAT 6,1999-006A,02/16/1999,1436.1,,,TV,,,150.1¡ E,,
25626,GALAXY 26 (TELSTAR 6),1999-005A,02/15/1999,1454.6,,,TV,,,81.8¡ W,,
25585,INTELSAT 6B (PAS 6B),1998-075A,12/22/1998,1452.3,,,TV,,,20.2¡ W,,
25558,SATMEX 5,1998-070A,12/06/1998,1458.7,,,TV,,,109.6¡ W,,
25546,BONUM 1,1998-068A,11/22/1998,1454,,,TV,,,8.1¡ E,,
25522,INTELSAT 8 (PAS 8),1998-065A,11/04/1998,1512.8,,,TV,,,4.5¡ E,,
25516,AMC-5 (GE-5),1998-063B,10/28/1998,1449.6,,,TV,,,5.6¡ E,,
25515,AFRISTAR,1998-063A,10/28/1998,1454.5,,,TV,,,125.1¡ W,,
25495,EUTE 25A (HB 5),1998-057A,10/09/1998,1462.6,,,TV,,,111.5¡ E,,
25492,SIRIUS 3,1998-056B,10/05/1998,1454.1,,,TV,,,56¡ E,,
25491,EUTELSAT W2,1998-056A,10/05/1998,1450.7,,,TV,,,97.6¡ W,,
25473,INTELSAT 7 (PAS 7),1998-052A,09/16/1998,1466.2,,,TV,,,51.3¡ W,,
25462,ASTRA 2A,1998-050A,08/30/1998,1436.1,,,TV,,,100¡ E,,
25460,ST 1,1998-049A,08/25/1998,1458.3,,,TV,,,116.7¡ E,,
25404,CHINASAT 5B (SINOSAT 1),1998-044A,07/18/1998,1451.8,,,TV,,,105.7¡ W,,
25371,INTELSAT 805,1998-037A,06/18/1998,1436.1,,,TV,,,169.1¡ E,,
25358,THOR 3,1998-035A,06/10/1998,1436.1,,,TV,,,4.4¡ W,,
25354,CHINASAT 5A (CHINASTAR1),1998-033A,05/30/1998,1454.6,,,TV,,,9.9¡ E,,
25331,ECHOSTAR 4,1998-028A,05/07/1998,1455.3,,,TV,,,10¡ E,,
