NORAD ID,Name,International Code,launch date ,Period (minutes),Status,Beacon (MHz),Category,magnitude,PRN,Longitude,SV,isFavourite
42036,FLOCK 3P 62,2017-008CS,02/15/2017,94.4,,,Flock,,,,,
42035,FLOCK 3P 63,2017-008CR,02/15/2017,94.4,,,Flock,,,,,
42034,FLOCK 3P 64,2017-008CQ,02/15/2017,94.4,,,Flock,,,,,
42033,FLOCK 3P 44,2017-008CP,02/15/2017,94.5,,,Flock,,,,,
42032,FLOCK 3P 47,2017-008CN,02/15/2017,94.4,,,Flock,,,,,
42031,FLOCK 3P 46,2017-008CM,02/15/2017,94.4,,,Flock,,,,,
42030,FLOCK 3P 52,2017-008CL,02/15/2017,94.4,,,Flock,,,,,
42029,FLOCK 3P 50,2017-008CK,02/15/2017,94.4,,,Flock,,,,,
42028,FLOCK 3P 65,2017-008CJ,02/15/2017,94.4,,,Flock,,,,,
42027,FLOCK 3P 66,2017-008CH,02/15/2017,94.4,,,Flock,,,,,
42026,FLOCK 3P 80,2017-008CG,02/15/2017,94.4,,,Flock,,,,,
42025,FLOCK 3P 77,2017-008CF,02/15/2017,94.4,,,Flock,,,,,
42024,FLOCK 3P 71,2017-008CE,02/15/2017,94.4,,,Flock,,,,,
42023,FLOCK 3P 32,2017-008CD,02/15/2017,94.4,,,Flock,,,,,
42022,FLOCK 3P 59,2017-008CC,02/15/2017,94.4,,,Flock,,,,,
42021,FLOCK 3P 84,2017-008CB,02/15/2017,94.4,,,Flock,,,,,
42020,FLOCK 3P 69,2017-008CA,02/15/2017,94.4,,,Flock,,,,,
42019,FLOCK 3P 76,2017-008BZ,02/15/2017,94.4,,,Flock,,,,,
42018,FLOCK 3P 23,2017-008BY,02/15/2017,94.4,,,Flock,,,,,
42014,FLOCK 3P 54,2017-008BU,02/15/2017,94.4,,,Flock,,,,,
42013,FLOCK 3P 53,2017-008BT,02/15/2017,94.4,,,Flock,,,,,
42012,FLOCK 3P 14,2017-008BS,02/15/2017,94.4,,,Flock,,,,,
42011,FLOCK 3P 16,2017-008BR,02/15/2017,94.4,,,Flock,,,,,
42010,FLOCK 3P 40,2017-008BQ,02/15/2017,94.4,,,Flock,,,,,
42009,FLOCK 3P 61,2017-008BP,02/15/2017,94.4,,,Flock,,,,,
42008,FLOCK 3P 42,2017-008BN,02/15/2017,94.4,,,Flock,,,,,
42007,FLOCK 3P 43,2017-008BM,02/15/2017,94.4,,,Flock,,,,,
42006,FLOCK 3P 48,2017-008BL,02/15/2017,94.4,,,Flock,,,,,
42005,FLOCK 3P 45,2017-008BK,02/15/2017,94.4,,,Flock,,,,,
42004,FLOCK 3P 41,2017-008BJ,02/15/2017,94.4,,,Flock,,,,,
42003,FLOCK 3P 68,2017-008BH,02/15/2017,94.4,,,Flock,,,,,
42002,FLOCK 3P 67,2017-008BG,02/15/2017,94.4,,,Flock,,,,,
42001,FLOCK 3P 49,2017-008BF,02/15/2017,94.4,,,Flock,,,,,
41990,FLOCK 3P 33,2017-008AU,02/15/2017,94.4,,,Flock,,,,,
41989,FLOCK 3P 35,2017-008AT,02/15/2017,94.4,,,Flock,,,,,
41988,FLOCK 3P 34,2017-008AS,02/15/2017,94.4,,,Flock,,,,,
41987,FLOCK 3P 30,2017-008AR,02/15/2017,94.4,,,Flock,,,,,
41986,FLOCK 3P 36,2017-008AQ,02/15/2017,94.4,,,Flock,,,,,
41985,FLOCK 3P 86,2017-008AP,02/15/2017,94.4,,,Flock,,,,,
41984,FLOCK 3P 79,2017-008AN,02/15/2017,94.4,,,Flock,,,,,
41983,FLOCK 3P 85,2017-008AM,02/15/2017,94.4,,,Flock,,,,,
41982,FLOCK 3P 88,2017-008AL,02/15/2017,94.4,,,Flock,,,,,
41981,FLOCK 3P 73,2017-008AK,02/15/2017,94.4,,,Flock,,,,,
41980,FLOCK 3P 70,2017-008AJ,02/15/2017,94.4,,,Flock,,,,,
41979,FLOCK 3P 75,2017-008AH,02/15/2017,94.4,,,Flock,,,,,
41978,FLOCK 3P 57,2017-008AG,02/15/2017,94.4,,,Flock,,,,,
41977,FLOCK 3P 58,2017-008AF,02/15/2017,94.4,,,Flock,,,,,
41976,FLOCK 3P 60,2017-008AE,02/15/2017,94.4,,,Flock,,,,,
41975,FLOCK 3P 11,2017-008AD,02/15/2017,94.4,,,Flock,,,,,
41974,FLOCK 3P 10,2017-008AC,02/15/2017,94.4,,,Flock,,,,,
41973,FLOCK 3P 9,2017-008AB,02/15/2017,94.4,,,Flock,,,,,
41972,FLOCK 3P 12,2017-008AA,02/15/2017,94.4,,,Flock,,,,,
41971,FLOCK 3P 5,2017-008Z,02/15/2017,94.4,,,Flock,,,,,
41970,FLOCK 3P 7,2017-008Y,02/15/2017,94.4,,,Flock,,,,,
41969,FLOCK 3P 6,2017-008X,02/15/2017,94.4,,,Flock,,,,,
41968,FLOCK 3P 3,2017-008W,02/15/2017,94.4,,,Flock,,,,,
41967,FLOCK 3P 1,2017-008V,02/15/2017,94.4,,,Flock,,,,,
41966,FLOCK 3P 2,2017-008U,02/15/2017,94.4,,,Flock,,,,,
41965,FLOCK 3P 4,2017-008T,02/15/2017,94.4,,,Flock,,,,,
41964,FLOCK 3P 25,2017-008S,02/15/2017,94.4,,,Flock,,,,,
41963,FLOCK 3P 27,2017-008R,02/15/2017,94.4,,,Flock,,,,,
41962,FLOCK 3P 17,2017-008Q,02/15/2017,94.4,,,Flock,,,,,
41961,FLOCK 3P 26,2017-008P,02/15/2017,94.4,,,Flock,,,,,
41960,FLOCK 3P 28,2017-008N,02/15/2017,94.4,,,Flock,,,,,
41959,FLOCK 3P 21,2017-008M,02/15/2017,94.4,,,Flock,,,,,
41958,FLOCK 3P 22,2017-008L,02/15/2017,94.4,,,Flock,,,,,
41957,FLOCK 3P 18,2017-008K,02/15/2017,94.4,,,Flock,,,,,
41956,FLOCK 3P 24,2017-008J,02/15/2017,94.4,,,Flock,,,,,
41955,FLOCK 3P 19,2017-008H,02/15/2017,94.4,,,Flock,,,,,
41953,FLOCK 3P 37,2017-008F,02/15/2017,94.4,,,Flock,,,,,
41952,FLOCK 3P 51,2017-008E,02/15/2017,94.4,,,Flock,,,,,
41951,FLOCK 3P 8,2017-008D,02/15/2017,94.4,,,Flock,,,,,
41950,FLOCK 3P 20,2017-008C,02/15/2017,94.4,,,Flock,,,,,
41618,FLOCK 2P 3,2016-040V,06/22/2016,94.4,,,Flock,,,,,
41617,FLOCK 2P 1,2016-040U,06/22/2016,94.4,,,Flock,,,,,
41616,FLOCK 2P 5,2016-040T,06/22/2016,94.4,,,Flock,,,,,
41615,FLOCK 2P 7,2016-040S,06/22/2016,94.4,,,Flock,,,,,
41614,FLOCK 2P 12,2016-040R,06/22/2016,94.4,,,Flock,,,,,
41613,FLOCK 2P 8,2016-040Q,06/22/2016,94.4,,,Flock,,,,,
41612,FLOCK 2P 10,2016-040P,06/22/2016,94.4,,,Flock,,,,,
41611,FLOCK 2P 4,2016-040N,06/22/2016,94.4,,,Flock,,,,,
41610,FLOCK 2P 9,2016-040M,06/22/2016,94.4,,,Flock,,,,,
41609,FLOCK 2P 2,2016-040L,06/22/2016,94.4,,,Flock,,,,,
41608,FLOCK 2P 11,2016-040K,06/22/2016,94.4,,,Flock,,,,,
41606,FLOCK 2P 6,2016-040H,06/22/2016,94.4,,,Flock,,,,,
40041,FLOCK 1C 3,2014-033AH,06/19/2014,96.7,,,Flock,,,,,
40040,FLOCK 1C 8,2014-033AG,06/19/2014,96.5,,,Flock,,,,,
40038,FLOCK 1C 5,2014-033AE,06/19/2014,96.7,,,Flock,,,,,
40036,FLOCK 1C 6,2014-033AC,06/19/2014,96.7,,,Flock,,,,,
40035,FLOCK 1C 9,2014-033AB,06/19/2014,96.7,,,Flock,,,,,
40033,FLOCK 1C 11,2014-033Z,06/19/2014,96.6,,,Flock,,,,,
40031,FLOCK 1C 4,2014-033X,06/19/2014,96.7,,,Flock,,,,,
40029,FLOCK 1C 2,2014-033V,06/19/2014,96.7,,,Flock,,,,,
40027,FLOCK 1C 1,2014-033T,06/19/2014,96.7,,,Flock,,,,,
40026,FLOCK 1C 7,2014-033S,06/19/2014,96.6,,,Flock,,,,,
40023,FLOCK 1C 10,2014-033P,06/19/2014,96.7,,,Flock,,,,,
43226,GOES 17,2018-022A,03/01/2018,1436.1,,,GOES,,,,,
41866,GOES 16,2016-071A,11/19/2016,1436.1,,,GOES,,,,,
36411,GOES 15,2010-008A,03/04/2010,1436.1,,,GOES,,,,,
35491,GOES 14,2009-033A,06/27/2009,1436.1,,,GOES,,,,,
29155,GOES 13,2006-018A,05/24/2006,1436.2,,,GOES,,,,,
26871,GOES 12,2001-031A,07/23/2001,1452.6,,,GOES,,,,,
26352,GOES 11,2000-022A,05/03/2000,1454,,,GOES,,,,,
24786,GOES 10,1997-019A,04/25/1997,1452.7,,,GOES,,,,,
23581,GOES 9,1995-025A,05/23/1995,1457.5,,,GOES,,,,,
23051,GOES 8,1994-022A,04/13/1994,1455.9,,,GOES,,,,,
17561,GOES 7,1987-022A,02/26/1987,1441.3,,,GOES,,,,,
14050,GOES 6,1983-041A,04/28/1983,1435.8,,,GOES,,,,,
12472,GOES 5,1981-049A,05/22/1981,1435.8,,,GOES,,,,,
11964,GOES 4,1980-074A,09/09/1980,1451.2,,,GOES,,,,,
10953,GOES 3,1978-062A,06/16/1978,1449.2,,,GOES,,,,,
10061,GOES 2,1977-048A,06/16/1977,1448.7,,,GOES,,,,,
8366,GOES 1 (SMS-C),1975-100A,10/16/1975,1435.8,,,GOES,,,,,
43567,GALILEO 24 (2C0),2018-060D,07/25/2018,844.7,,,Galileo,,N/A,,,
43566,GALILEO 23 (2C9),2018-060C,07/25/2018,844.7,,,Galileo,,N/A,,,
43565,GALILEO 26 (2C2),2018-060B,07/25/2018,844.7,,,Galileo,,N/A,,,
43564,GALILEO 25 (2C1),2018-060A,07/25/2018,844.7,,,Galileo,,N/A,,,
43058,GALILEO 22 (2C8),2017-079D,12/12/2017,844.7,,,Galileo,,E31,,,
43057,GALILEO 21 (2C7),2017-079C,12/12/2017,844.7,,,Galileo,,E27,,,
43056,GALILEO 20 (2C6),2017-079B,12/12/2017,844.7,,,Galileo,,E25,,,
43055,GALILEO 19 (2C5),2017-079A,12/12/2017,844.7,,,Galileo,,E21,,,
41862,GALILEO 18 (26E),2016-069D,11/17/2016,844.7,,,Galileo,,E05,,,
41861,GALILEO 17 (26D),2016-069C,11/17/2016,844.7,,,Galileo,,E04,,,
41860,GALILEO 16 (26C),2016-069B,11/17/2016,844.7,,,Galileo,,E03,,,
41859,GALILEO 15 (267),2016-069A,11/17/2016,844.7,,,Galileo,,E07,,,
41550,GALILEO 13 (26A),2016-030B,05/24/2016,844.7,,,Galileo,,E01,,,
41549,GALILEO 14 (26B),2016-030A,05/24/2016,844.7,,,Galileo,,E02,,,
41175,GALILEO 11 (268),2015-079B,12/17/2015,844.7,,,Galileo,,E08,,,
41174,GALILEO 12 (269),2015-079A,12/17/2015,844.7,,,Galileo,,E09,,,
40890,GALILEO 10 (206),2015-045B,09/11/2015,844.7,,,Galileo,,E30,,,
40889,GALILEO 9 (205),2015-045A,09/11/2015,844.7,,,Galileo,,E24,,,
40545,GSAT0204,2015-017B,03/27/2015,844.7,,,Galileo,,E22,,,
40544,GSAT0203,2015-017A,03/27/2015,844.7,,,Galileo,,E26,,,
40129,GALILEO 6 (262),2014-050B,08/22/2014,776.2,,,Galileo,,E14,,,
40128,GALILEO 5 (261),2014-050A,08/22/2014,776.2,,,Galileo,,E18,,,
38858,GALILEO-FM4,2012-055B,10/12/2012,844.7,,,Galileo,,E20,,,
38857,GALILEO-FM3,2012-055A,10/12/2012,844.7,,,Galileo,,E19,,,
37847,GALILEO-FM2,2011-060B,10/21/2011,844.7,,,Galileo,,E12,,,
37846,GALILEO-PFM,2011-060A,10/21/2011,844.7,,,Galileo,,E11,,,
41240,JASON 3,2016-002A,01/17/2016,112.4,,,Geodetic,,,,,
38078,ALMASAT-1,2012-006B,02/13/2012,92.9,,,Geodetic,,,,,
38038,ZY 1,2011-079A,12/22/2011,100.3,,,Geodetic,,,,,
38011,SSOT,2011-076E,12/17/2011,97.2,,,Geodetic,,,,,
37216,SKYMED 4,2010-060A,11/06/2010,97.2,,,Geodetic,,,,,
36605,TANDEM X,2010-030A,06/21/2010,94.8,,,Geodetic,,,,,
35682,DUBAISAT 1,2009-041B,07/29/2009,98,,,Geodetic,,,,,
33412,SKYMED 3,2008-054A,10/25/2008,97.2,,,Geodetic,,,,,
33316,RAPIDEYE 4,2008-040E,08/29/2008,97.3,,,Geodetic,,,,,
33315,RAPIDEYE 3,2008-040D,08/29/2008,97.3,,,Geodetic,,,,,
33314,RAPIDEYE 1,2008-040C,08/29/2008,97.3,,,Geodetic,,,,,
33313,RAPIDEYE 5,2008-040B,08/29/2008,97.3,,,Geodetic,,,,,
33312,RAPIDEYE 2,2008-040A,08/29/2008,97.3,,,Geodetic,,,,,
32376,SKYMED 2,2007-059A,12/09/2007,97.2,,,Geodetic,,,,,
31598,SKYMED 1,2007-023A,06/08/2007,97.2,,,Geodetic,,,,,
25398,WESTPAC,1998-043E,07/10/1998,101.2,,,Geodetic,,,,,
23411,GEO IK,1994-078A,11/29/1994,116.1,,,Geodetic,,,,,
22824,STELLA,1993-061B,09/26/1993,100.9,,,Geodetic,,,,,
22282,COSMOS 2226,1992-092A,12/22/1992,116,,,Geodetic,,,,,
22195,LAGEOS 2,1992-070B,10/22/1992,222.5,,,Geodetic,,,,,
20720,COSMOS 2088,1990-066A,07/30/1990,116.1,,,Geodetic,,,,,
20196,COSMOS 2037,1989-068A,08/28/1989,116.1,,,Geodetic,,,,,
19195,COSMOS 1950,1988-046A,05/30/1988,116,,,Geodetic,,,,,
17535,COSMOS 1823,1987-020A,02/20/1987,116,,,Geodetic,,,,,
17177,COSMOS 1803,1986-094A,12/02/1986,116,,,Geodetic,,,,,
16908,EGS (AJISAI),1986-061A,08/12/1986,115.7,,,Geodetic,,,,,
16593,COSMOS 1732,1986-015A,02/11/1986,116,,,Geodetic,,,,,
15821,COSMOS 1660,1985-047A,06/14/1985,116.1,,,Geodetic,,,,,
14521,COSMOS 1510,1983-115A,11/24/1983,116,,,Geodetic,,,,,
13589,COSMOS 1410,1982-096A,09/24/1982,115.9,,,Geodetic,,,,,
12879,COSMOS 1312,1981-098A,09/30/1981,115.9,,,Geodetic,,,,,
11168,COSMOS 1067,1978-122A,12/26/1978,109.1,,,Geodetic,,,,,
10491,COSMOS 963,1977-109A,11/24/1977,109.3,,,Geodetic,,,,,
10019,COSMOS 911,1977-039A,05/25/1977,104.7,,,Geodetic,,,,,
9025,COSMOS 842,1976-070A,07/21/1976,104.8,,,Geodetic,,,,,
8820,LAGEOS 1,1976-039A,05/04/1976,225.5,,,Geodetic,,,,,
8325,COSMOS 770,1975-089A,09/24/1975,109.1,,,Geodetic,,,,,
7663,COSMOS 708,1975-012A,02/12/1975,113.5,,,Geodetic,,,,,
7646,STARLETTE,1975-010A,02/06/1975,104.2,,,Geodetic,,,,,
7424,COSMOS 675,1974-069A,08/29/1974,113.6,,,Geodetic,,,,,
7281,COSMOS 650,1974-028A,04/29/1974,113.4,,,Geodetic,,,,,
6825,COSMOS 585,1973-064A,09/08/1973,113.5,,,Geodetic,,,,,
6319,COSMOS 539,1972-102A,12/21/1972,112.9,,,Geodetic,,,,,
5905,COSMOS 480,1972-019A,03/25/1972,109.1,,,Geodetic,,,,,
5614,COSMOS 457,1971-099A,11/20/1971,109.4,,,Geodetic,,,,,
5180,COSMOS 409,1971-038A,04/28/1971,109.3,,,Geodetic,,,,,
4254,COSMOS 312,1969-103A,11/24/1969,108.5,,,Geodetic,,,,,
3818,COSMOS 272,1969-024A,03/17/1969,109.3,,,Geodetic,,,,,
3576,COSMOS 256,1968-106A,11/30/1968,109.4,,,Geodetic,,,,,
3129,COSMOS 203,1968-011A,02/20/1968,109.2,,,Geodetic,,,,,
43824,GSAT 11,2018-100B,12/04/2018,1430.4,,,Geostationary,,,68.6¡ E,,
43700,ES'HAIL 2,2018-090A,11/15/2018,1436.1,,,Geostationary,,,24¡ E,,
43698,GSAT 29,2018-089A,11/14/2018,1436.1,,,Geostationary,,,55¡ E,,
43651,AEHF 4 (USA 288),2018-079A,10/17/2018,1219.9,,,Geostationary,,,60.5¡ E,,
43632,AZERSPACE 2/INTELSAT 38,2018-074A,09/25/2018,1422.3,,,Geostationary,,,45.6¡ E,,
43611,TELSTAR 18V,2018-068C,09/07/2018,1436.1,,,Geostationary,,,138¡ E,,
43587,TELKOM-4,2018-064A,08/07/2018,1436.1,,,Geostationary,,,108¡ E,,
43562,TELSTAR 19V,2018-059A,07/22/2018,1436.1,,,Geostationary,,,63¡ W,,
43491,FENGYUN 2H,2018-050A,06/05/2018,1436.1,,,Geostationary,,,79¡ E,,
43488,SES-12,2018-049A,06/04/2018,1433.2,,,Geostationary,,,107.6¡ E,,
43450,APSTAR 6C,2018-041A,05/03/2018,1436.1,,,Geostationary,,,134¡ E,,
43226,GOES 17,2018-022A,03/01/2018,1436.1,,,Geostationary,,,137.2¡ W,,
43175,SES 14,2018-012B,01/25/2018,1436.1,,,Geostationary,,,47.5¡ W,,
43174,AL YAH 3,2018-012A,01/25/2018,1436.1,,,Geostationary,,,20.1¡ W,,
43087,ANGOSAT 1,2017-086A,12/26/2017,1449,,,Geostationary,,,13¡ E,,
43039,ALCOMSAT-1,2017-078A,12/10/2017,1436.1,,,Geostationary,,,24.8¡ W,,
42984,KOREASAT-5A,2017-067A,10/30/2017,1436.1,,,Geostationary,,,113.1¡ E,,
42967,ECHOSTAR 105/SES 11,2017-063A,10/11/2017,1436.1,,,Geostationary,,,104.9¡ W,,
42951,BSAT-4A,2017-059B,09/29/2017,1436.1,,,Geostationary,,,109.9¡ E,,
42950,INTELSAT-37E,2017-059A,09/29/2017,1436.1,,,Geostationary,,,18¡ W,,
42942,ASIASAT 9,2017-057A,09/28/2017,1436.1,,,Geostationary,,,122.1¡ E,,
42934,AMAZONAS 5,2017-053A,09/11/2017,1436.1,,,Geostationary,,,61¡ W,,
42917,QZS-3 (MICHIBIKI-3),2017-048A,08/19/2017,1436,,,Geostationary,,,127¡ E,,
42915,TDRS 13,2017-047A,08/18/2017,1436.1,,,Geostationary,,,48.7¡ W,,
42907,BLAGOVEST 11L (COSMOS 2520),2017-046A,08/16/2017,1436.1,,,Geostationary,,,45¡ E,,
42818,INTELSAT 35E,2017-041A,07/05/2017,1436.1,,,Geostationary,,,34.5¡ W,,
42815,GSAT 17,2017-040B,06/28/2017,1436.1,,,Geostationary,,,93.4¡ E,,
42814,HELLAS-SAT 3,2017-040A,06/28/2017,1436.1,,,Geostationary,,,39¡ E,,
42801,BULGARIASAT-1,2017-038A,06/23/2017,1436.1,,,Geostationary,,,1.9¡ E,,
42749,ECHOSTAR 21,2017-032A,06/08/2017,1436.1,,,Geostationary,,,10.5¡ E,,
42747,GSAT 19,2017-031A,06/05/2017,1436.1,,,Geostationary,,,47.9¡ E,,
42741,EUTELSAT 172B,2017-029B,06/01/2017,1436.1,,,Geostationary,,,172¡ E,,
42740,VIASAT 2,2017-029A,06/01/2017,1436.1,,,Geostationary,,,69.9¡ W,,
42709,SES-15,2017-026A,05/18/2017,1436.1,,,Geostationary,,,129.1¡ W,,
42698,INMARSAT 5-F4,2017-025A,05/15/2017,1426.3,,,Geostationary,,,37.9¡ E,,
42695,GSAT 9,2017-024A,05/05/2017,1436.1,,,Geostationary,,,97.4¡ E,,
42692,SGDC,2017-023B,05/04/2017,1436.1,,,Geostationary,,,74.8¡ W,,
42691,KOREASAT 7,2017-023A,05/04/2017,1436.1,,,Geostationary,,,115.9¡ E,,
42662,CHINASAT 16,2017-018A,04/12/2017,1436.1,,,Geostationary,,,110.5¡ E,,
42432,SES-10,2017-017A,03/30/2017,1436.1,,,Geostationary,,,66.9¡ W,,
42070,ECHOSTAR 23,2017-014A,03/16/2017,1436.1,,,Geostationary,,,44.9¡ W,,
41945,INTELSAT 32E (SKY BRASIL 1),2017-007B,02/14/2017,1436.2,,,Geostationary,,,43.2¡ W,,
41944,TELKOM 3S,2017-007A,02/14/2017,1436.1,,,Geostationary,,,118¡ E,,
41942,HISPASAT 36W-1,2017-006A,01/28/2017,1436.1,,,Geostationary,,,36¡ W,,
41911,TJS-2,2017-001A,01/05/2017,1436.1,,,Geostationary,,,107.5¡ E,,
41904,STARONE D1,2016-082B,12/21/2016,1436.1,,,Geostationary,,,84¡ W,,
41903,JCSAT 15,2016-082A,12/21/2016,1436.1,,,Geostationary,,,110.1¡ E,,
41893,ECHOSTAR 19,2016-079A,12/18/2016,1436.1,,,Geostationary,,,97.1¡ W,,
41882,FENGYUN 4A,2016-077A,12/10/2016,1436,,,Geostationary,,,104.5¡ E,,
41869,TIANLIAN 1-04,2016-072A,11/22/2016,1436.1,,,Geostationary,,,77.2¡ E,,
41866,GOES 16,2016-071A,11/19/2016,1436.1,,,Geostationary,,,75.1¡ W,,
41838,SJ-17 (SHIJIAN-17),2016-065A,11/03/2016,1436.1,,,Geostationary,,,94.2¡ E,,
41836,HIMAWARI 9,2016-064A,11/02/2016,1436.1,,,Geostationary,,,140.8¡ E,,
41794,SKY MUSTER II,2016-060B,10/05/2016,1436.1,,,Geostationary,,,144.8¡ E,,
41793,GSAT 18,2016-060A,10/05/2016,1436.1,,,Geostationary,,,74¡ E,,
41752,INSAT 3DR,2016-054A,09/08/2016,1436.1,,,Geostationary,,,73.8¡ E,,
41748,INTELSAT 33E,2016-053B,08/24/2016,1436.1,,,Geostationary,,,60¡ E,,
41747,INTELSAT 36,2016-053A,08/24/2016,1436.1,,,Geostationary,,,68.5¡ E,,
41729,JCSAT 16,2016-050A,08/14/2016,1436.1,,,Geostationary,,,144.1¡ E,,
41592,ECHOSTAR XVIII,2016-039B,06/18/2016,1436.1,,,Geostationary,,,61.4¡ W,,
41591,BRISAT,2016-039A,06/18/2016,1436.1,,,Geostationary,,,150.5¡ E,,
41589,EUTELSAT 117W B,2016-038B,06/15/2016,1436.1,,,Geostationary,,,117¡ W,,
41588,ABS 2A,2016-038A,06/15/2016,1436.1,,,Geostationary,,,74.7¡ E,,
41584,USA 268,2016-036A,06/11/2016,1436.1,,,Geostationary,,,104.2¡ E,,
41552,THAICOM 8,2016-031A,05/27/2016,1436.1,,,Geostationary,,,78.5¡ E,,
41471,JCSAT-14,2016-028A,05/06/2016,1436.1,,,Geostationary,,,154¡ E,,
41469,IRNSS 1G,2016-027A,04/28/2016,1436,,,Geostationary,,,129.6¡ E,,
41434,BEIDOU IGSO 6,2016-021A,03/29/2016,1435.9,,,Geostationary,,,108.2¡ E,,
41384,IRNSS 1F,2016-015A,03/10/2016,1436,,,Geostationary,,,32.6¡ E,,
41382,EUTE 65W,2016-014A,03/09/2016,1436.1,,,Geostationary,,,65.2¡ W,,
41380,SES-9,2016-013A,03/04/2016,1436.1,,,Geostationary,,,108.3¡ E,,
41310,EUTELSAT 9B,2016-005A,01/29/2016,1436.1,,,Geostationary,,,9¡ E,,
41308,INTELSAT 29E,2016-004A,01/27/2016,1436.1,,,Geostationary,,,50¡ W,,
41238,BELINTERSAT 1,2016-001A,01/15/2016,1436.1,,,Geostationary,,,51.5¡ E,,
41194,GAOFEN 4,2015-083A,12/28/2015,1436.1,,,Geostationary,,,105.7¡ E,,
41191,EXPRESS-AMU1,2015-082A,12/24/2015,1436,,,Geostationary,,,36.1¡ E,,
41121,COSMOS 2513,2015-075A,12/13/2015,1436.1,,,Geostationary,,,80.2¡ E,,
41105,ELEKTRO-L 2,2015-074A,12/11/2015,1436.1,,,Geostationary,,,76¡ E,,
41036,TELSTAR 12V,2015-068A,11/24/2015,1436.1,,,Geostationary,,,15¡ W,,
41034,LAOSAT 1,2015-067A,11/20/2015,1436.1,,,Geostationary,,,128.5¡ E,,
41029,BADR 7 (ARABSAT-6B),2015-065B,11/10/2015,1436.1,,,Geostationary,,,26¡ E,,
41028,GSAT 15,2015-065A,11/10/2015,1436.1,,,Geostationary,,,93.5¡ E,,
41021,CHINASAT 2C (ZX 2C),2015-063A,11/03/2015,1436.1,,,Geostationary,,,103.4¡ E,,
40984,TURKSAT 4B,2015-60A,10/16/2015,1436,,,Geostationary,,,50¡ E,,
40982,APSTAR 9,2015-059A,10/16/2015,1436.1,,,Geostationary,,,142¡ E,,
40946,MORELOS 3,2015-056A,10/02/2015,1436.2,,,Geostationary,,,113.1¡ W,,
40941,ARSAT 2,2015-054B,09/30/2015,1436.1,,,Geostationary,,,81¡ W,,
40940,SKY MUSTER,2015-054A,09/30/2015,1436.1,,,Geostationary,,,140.2¡ E,,
40895,EXPRESS AM-8,2015-048A,09/14/2015,1436.1,,,Geostationary,,,14¡ W,,
40892,TJS-1,2015-046A,09/12/2015,1436,,,Geostationary,,,154.9¡ E,,
40887,MUOS 4,2015-044A,09/02/2015,1436.1,,,Geostationary,,,75¡ E,,
40882,INMARSAT 5-F3,2015-042A,08/28/2015,1436.1,,,Geostationary,,,179.6¡ E,,
40880,GSAT 6,2015-041A,08/27/2015,1436.1,,,Geostationary,,,82.9¡ E,,
40875,EUTELSAT 8 WEST B,2015-039B,08/20/2015,1436.1,,,Geostationary,,,8¡ W,,
40874,INTELSAT 34,2015-039A,08/20/2015,1436.1,,,Geostationary,,,55.5¡ W,,
40733,STAR ONE C4,2015-034B,07/15/2015,1436.1,,,Geostationary,,,70¡ W,,
40732,MSG 4,2015-034A,07/15/2015,1436.1,,,Geostationary,,,0.3¡ W,,
40664,SKY MEXICO-1,2015-026B,05/27/2015,1436.1,,,Geostationary,,,78.8¡ W,,
40663,DIRECTV 15,2015-026A,05/27/2015,1436.1,,,Geostationary,,,100.9¡ W,,
40617,TURKMENALEM52E/MONACOSAT,2015-023A,04/27/2015,1436.1,,,Geostationary,,,52¡ E,,
40614,SICRAL 2,2015-022B,04/26/2015,1436.1,,,Geostationary,,,38.9¡ E,,
40613,THOR 7,2015-022A,04/26/2015,1436.1,,,Geostationary,,,0.6¡ W,,
40505,EXPRESS AM7,2015-012A,03/18/2015,1436.1,,,Geostationary,,,40¡ E,,
40425,EUTE 115 WEST B (SATMEX 7,2015-010B,03/02/2015,1436.1,,,Geostationary,,,114.9¡ W,,
40424,ABS 3A,2015-010A,03/02/2015,1436.1,,,Geostationary,,,3¡ W,,
40384,INMARSAT 5-F2,2015-005A,02/01/2015,1436.1,,,Geostationary,,,55¡ W,,
40374,MUOS 3,2015-002A,01/21/2015,1436.1,,,Geostationary,,,16.1¡ W,,
40364,ASTRA 2G,2014-089A,12/27/2014,1436.1,,,Geostationary,,,28.2¡ E,,
40355,DUMMY SAT 2/BREEZE-M,2014-085A,12/23/2014,1530.9,,,Geostationary,,,5¡ E,,
40345,YAMAL 401,2014-082A,12/15/2014,1436.1,,,Geostationary,,,90¡ E,,
40333,DIRECTV 14,2014-078B,12/06/2014,1436.1,,,Geostationary,,,99.2¡ W,,
40332,GSAT 16,2014-078A,12/06/2014,1436.1,,,Geostationary,,,55.1¡ E,,
40277,EXPRESS AM-6,2014-064A,10/21/2014,1436,,,Geostationary,,,53¡ E,,
40272,ARSAT 1,2014-062B,10/16/2014,1436.1,,,Geostationary,,,71.8¡ W,,
40271,INTELSAT 30 (IS-30),2014-062A,10/16/2014,1436.1,,,Geostationary,,,95.1¡ W,,
40269,IRNSS 1C,2014-061A,10/15/2014,1436.1,,,Geostationary,,,82.9¡ E,,
40267,HIMAWARI 8,2014-060A,10/06/2014,1436.1,,,Geostationary,,,140.7¡ E,,
40258,LUCH (OLYMP),2014-058A,09/27/2014,1436.1,,,Geostationary,,,57.1¡ E,,
